region,provincia,comuna,candidato,pacto,partido,subpacto,nivel
LA ARAUCANIA,CAUTIN,FREIRE,VICTOR GUILLERMO ROSALES NAVARRETE,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,HILDA HAYDEE SEPULVEDA TRONCOSO,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,GILBERTO GUTIERREZ SEPULVEDA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,IVETTE PRISCILLA GUTIERREZ SEGUEL,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,RODRIGO LOPEZ ROCHA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,JACQUELINE ALBORNOZ CONTRERAS,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,DANIEL CEBALLOS ARAYA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,ISABEL CAÑET CANIULEN,PACTO YO MARCO POR EL CAMBIO,WALLMAPUWEN,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,ALDO MARTINEZ CARVALLO,PACTO YO MARCO POR EL CAMBIO,WALLMAPUWEN,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,MARCOS COLICOI BERNA,PACTO YO MARCO POR EL CAMBIO,WALLMAPUWEN,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,JAIME ENRIQUE RODRIGUEZ REYES,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,JUAN SEGUNDO HUMBERTO HIDALGO CEBALLOS,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,LUIS ARNALDO MARCHANT MORALES,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,PILAR LAGOS RETAMAL,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,EDUARDO HUENUL MARIN,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,CLAUDIO LEIVA BUSTOS,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,CESAR ANCAO RAIN,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,DACELY FAUNDEZ POBLETE,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,ARCADIO DAVID FALLAU QUINTANA,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,IVAN REYES ALCAMAN,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,EMILIO RIGOBERTO HUENUPI MARTIN,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,FABIAN TROPA SANDOVAL,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,PABLO JOSE HUENULAO MUÑOZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,WILLY OSCAR KEHR LLANOS,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,ALICIA DEL CARMEN MORALES ÑANCULEO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,VICTOR NAIN CONEJEROS,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,MARCELO ALEJANDRO INOSTROZA HERNANDEZ,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,ÑANCO BODALEO HUENTEO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,MANUEL SEGUNDO CURIN CALVUCURA,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,JORGE MARIO ÑANCUPIL LEPIQUEO,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,FERNANDO PEREZ HUILCALEO,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,VERONICA DEL CARMEN CARRASCO MARIVIL,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,JOSE BLAS NAIN PEREZ,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,GERMAN VENANCIO TORRES COÑUEPAN,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,JORGE OSVALDO RIVERA QUEZADA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,HANS OSVALDO GONZALEZ ESPINOZA,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,ALVARO GONZALO KEHR KEHR,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,NIVALDO NAPOLEON LIEMPI LIZAMA,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,SARA DEL CARMEN MILLAR COFRE,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,HENRY VERGARA MIQUE,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,AGUSTINA ZAVALA RODRIGUEZ,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,SAMUEL OMAR MORALES JARA,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,LUIS CANIUPIL HUAIQUIÑIR,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,SALVADOR PENCHULEF SEPULVEDA,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,SARA HUENCHUPIL DIAZ,PACTO YO MARCO POR EL CAMBIO,WALLMAPUWEN,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,ALEJANDRO HUAIQUIÑIR CAYUMAN,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,PATRICIO ANTILAO LLAMIN,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,ARNOLDO LLANOS GONZALEZ,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,DAVID SANTANDER CALFUQUEO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,CLAUDIO ANDRES ROSAS SALINAS,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,PABLO HERNANDEZ LAGOS,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,MANUEL RODOLFO VALENZUELA DIAZ,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,FERNANDO ANDRES SALGADO MURA,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GALVARINO,JUAN FRANCISCO PAINEMAL VELOSO,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,GERARDO RODRIGUEZ HIDALGO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ALEJANDRO MAGNO GALINDO LEFIMIL,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,JORGE QUEZADA LEITON,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,MAX ANTONIO MONZON CASTRO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ANDRES ROMERO MARTINEZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,VERONICA GATICA VILLAGRAN,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,PERCI TORRES ARCOS,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,GABRIEL ORDOÑEZ MIRANDA,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,OSVALDO EDUARDO MELLA COBO,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,TERESITA CONTRERAS HUAIQUILEF,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,JUAN GUILLERMO JIMENEZ VILLAGRAN,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,LUIS FIGUEROA FIGUEROA,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ALVARO EYZAGUIRRE SABUGO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,FELIPE GONZALEZ RAMIREZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,RODRIGO POBLETE TORRES,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ANGELICA VALENZUELA RIVAS,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,INGRID AREVALO CORTES,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,CLAUDIA CRUZAT MENDOZA,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,MIGUEL OPAZO CARRASCO,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,MARCOS ANTONIO VASQUEZ REYES,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,PEDRO CARRIEL TORRES,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,WILFREDO RAUL TORRES VERGARA,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,MARISOL WICKEL NAVARRETE,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ALEX RUBIO SOLIS,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,JUAN CARLOS CID PEÑA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,CARLOS CHAVARRIA ULLOA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ALEJANDRO FLORES VALDEBENITO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,JUAN CARLOS VEGA REYES,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,ALAR ENRIQUE ARIAS VERGARA,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,SEGUNDO SALAZAR ESTRADA,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,YERTY EVELIN SIERRA CARRASCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,GORBEA,VICTOR HUGO BARRIA VIVAR,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,JUAN ROBERTO INZUNZA CORDOVA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,SIGISFREDO MUÑOZ MUÑOZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,MAGDA TRIVIÑOS GALLARDO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,SEGUNDO MANUEL CUITIÑO CONEJAN,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,JUAN ALEX RAIPAN SOTO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,ROGELIO OSVALDO CERDA HERNANDEZ,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,LUIS ERNESTO HUERAMAN RIVAS,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,ROSITA CEBALLOS CEBALLOS,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,ADRIANA QUINTANA JOFRE,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,HIPOLITO BARRIGA GONZALEZ,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,LEOPOLDO SANHUEZA VERA,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,NANCY SCHNETTLER SILVA,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,JOSE SOTO ZAMBRANO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,FRANCI CASAS-CORDERO NORAMBUENA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,CLOTILDE MELO CONTRERAS,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,CLAUDIO DAVID SALVO CALLIÑIR,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,RICARDO VEJAR CORTES,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,JUAN BASCUR TORRES,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,OCTAVIO FIGUEROA GAY,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,JOSE EMILIO MORALES SEPULVEDA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,NELSON FUENTES ACUÑA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,SYLVIA GONZALEZ MILLAHUEQUE,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,IGOR PEÑA SAEZ,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,ANA MARIA JARA ESCOBAR,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,CRISTIAN ALONSO BRICEÑO BRANDT,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,LONCOCHE,JOSE DOMINGO BECERRA JARA,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,PATRICIO JAVIER LAGOS COFRE,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,CARLOS ALBERTO TOLEDO MUÑOZ,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,CARMEN MARGARITA ÑANCO ROZAS,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,JUAN CARLOS DOMIHUAL CAÑUMIR,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,FERNANDO RIQUELME CANDIA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,JUAN ALBERTO HUAIQUILLAN CAYUL,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,ENRIQUE PANITRUL ROZAS,PACTO CON LA FUERZA DEL FUTURO,PARTIDO IZQUIERDA CIUDADANA DE CHILE,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,PABLO LEONARDO CURICAL CURICAL,PACTO CON LA FUERZA DEL FUTURO,PARTIDO IZQUIERDA CIUDADANA DE CHILE,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,JOSE NEMESIO ARROYO ROJAS,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,GILBERTO BENAVIDES BENITEZ,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,SERGIO ORLANDO MORENO MEDINA,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,PIA RIVAS BRICEÑO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,ROBERTO CACERES CATALAN,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,CIPRIANO CAÑUMIR TORRES,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,RENATO NAHUELCURA MILLAQUEO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,MARLENE SEGUEL CANDIA,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,VICTOR SOTO MARIN,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,LONQUIMAY,BERNARDITA ZURITA CONTRERAS,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Concejal
